"","x"
"19626","Colima tuitensis"
"19627","Cypella rosei"
"19628","Nemastylis versicolor"
"19629","Tigridia chrysantha"
"19630","Cantinoa pinetorum"
"19631","Condea subtilis"
"19632","Cunila jaliscana"
"19633","Hedeoma bella"
"19634","Hyptis cualensis"
"19635","Salvia acerifolia"
"19636","Salvia albiterrarum"
"19637","Salvia angustiarum"
"19638","Salvia carreyesii"
"19639","Salvia cualensis"
"19640","Salvia cyanantha"
"19641","Salvia chalarothyrsa"
"19642","Salvia chapalensis"
"19643","Salvia evadens"
"19644","Salvia guadalajarensis"
"19645","Salvia ibugana"
"19646","Salvia jaliscana"
"19647","Salvia mexiae"
"19648","Salvia nigriflora"
"19649","Salvia omissa"
"19650","Salvia populifolia"
"19651","Salvia pruinosa"
"19652","Salvia pugana"
"19653","Salvia purepecha"
"19654","Salvia ramirezii"
"19655","Salvia rosei"
"19656","Salvia vazquezii"
"19657","Scutellaria atrocyanea"
"19658","Scutellaria cuevasiana"
"19659","Scutellaria hintoniana"
"19660","Scutellaria jaliscana"
"19661","Scutellaria pallidiflora"
"19662","Scutellaria sublitoralis"
"19663","Stachys aristata"
"19664","Stachys harkerae"
"19665","Cuphea baillonis"
"19666","Cuphea caesariata"
"19667","Cuphea mexiae"
"19668","Cuphea painteri"
"19669","Cuphea rasilis"
"19670","Cuphea retroscabra"
"19671","Magnolia pugana"
"19672","Aspicarpa steinmannii"
"19673","Banisteria portillana"
"19674","Bunchosia luzmariae"
"19675","Bunchosia praecox"
"19676","Gaudichaudia arnottiana"
"19677","Gaudichaudia chasei"
"19678","Gaudichaudia karwinskiana"
"19679","Abutilon jaliscanum"
"19680","Anoda hintoniorum"
"19681","Kosteletzkya ramosa"
"19682","Kosteletzkya reclinata"
"19683","Pavonia baumliana"
"19684","Pavonia firmiflora"
"19685","Pavonia venusta"
"19686","Triumfetta indurata"
"19687","Waltheria viscosissima"
"19688","Proboscidea diversifolia"
"19689","Schoenocaulon comatum"
"19690","Schoenocaulon mortonii"
"19691","Schoenocaulon pellucidum"
"19692","Schoenocaulon tigrense"
"19693","Miconia tepicana"
"19694","Disciphania spadicea"
"19695","Eugenia alnifolia"
"19696","Ouratea jaliscensis"
"19697","Lopezia lopezioides"
"19698","Aulosepalum ramentaceum"
"19699","Barkeria dorotheae"
"19700","Barkeria melanocaulon"
"19701","Bletia similis"
"19702","Bletia warfordiana"
"19703","Bletia ×tamayoana"
"19704","Brachystele luzmariana"
"19705","Clowesia glaucoglossa"
"19706","Cyclopogon pringlei"
"19707","Encyclia pollardiana"
"19708","Encyclia suaveolens"
"19709","Epidendrum ibarrae"
"19710","Epidendrum rosilloi"
"19711","Govenia jouyana"
"19712","Govenia tequilana"
"19713","Habenaria agapitae"
"19714","Habenaria agrestis"
"19715","Habenaria atrata"
"19716","Habenaria carvajaliana"
"19717","Habenaria cortesii"
"19718","Habenaria cuevasiana"
"19719","Habenaria ibarrae"
"19720","Habenaria lizbethae"
"19721","Habenaria luzmariana"
"19722","Habenaria mariae"
"19723","Habenaria micheliana"
"19724","Habenaria nogeriana"
"19725","Habenaria pseudofilifera"
"19726","Habenaria rosilloana"
"19727","Habenaria ruizii"
"19728","Habenaria socorroae"
"19729","Habenaria szlachetkoana"
"19730","Habenaria talaensis"
"19731","Habenaria tequilana"
"19732","Habenaria xochitlae"
"19733","Habenaria zamudioana"
"19734","Hexalectris fallax"
"19735","Hexalectris parviflora"
"19736","Laelia crawshayana"
"19737","Liparis cordiformis"
"19738","Liparis volcanica"
"19739","Malaxis adenotropa"
"19740","Malaxis casillasii"
"19741","Malaxis contrerasii"
"19742","Malaxis lizbethiae"
"19743","Malaxis luceroana"
"19744","Malaxis marthaleidae"
"19745","Malaxis martinezii"
"19746","Malaxis ochreata"
"19747","Malaxis perezii"
"19748","Malaxis roblesgilana"
"19749","Malaxis rositae"
"19750","Malaxis ruizii"
"19751","Malaxis tepicana"
"19752","Malaxis tequilensis"
"19753","Mormodes pardalinata"
"19754","Oncidium ×oviedomotae"
"19755","Ornithocephalus biloborostratus"
"19756","Ponthieva hildae"
"19757","Rossioglossum hagsaterianum"
"19758","Schiedeella garayana"
"19759","Trichocentrum natalieae"
"19760","Castilleja jiquilpana"
"19761","Castilleja pectinata"
"19762","Castilleja stipifolia"
"19763","Escobedia michoacana"
"19764","Lamourouxia jaliscana"
"19765","Pedicularis gordonii"
"19766","Seymeria cualana"
"19767","Oxalis primavera"
"19768","Passiflora karwinskii"
"19769","Ternstroemia maltbyi"
"19770","Peperomia jaliscana"
"19771","Piper mexicanum"
"19772","Piper muelleri"
"19773","Callitriche peploides"
"19774","Mabrya rosei"
"19775","Penstemon bolanus"
"19776","Penstemon isophyllus"
"19777","Festuca tancitaroensis"
"19778","Hilaria semplei"
"19779","Muhlenbergia cualensis"
"19780","Muhlenbergia iridifolia"
"19781","Panicum mertensii"
"19782","Paspalum guyanerum"
"19783","Paspalum melanospermum"
"19784","Paspalum palmeri"
"19785","Triniochloa talpensis"
"19786","Trisetum mexicanum"
"19787","Tristachya angustifolia"
"19788","Tristachya contrerasii"
"19789","Tristachya papillosa"
"19790","Urochloa jaliscana"
"19791","Urochloa pauciflora"
"19792","Urochloa venosa"
"19793","Zeugites hackelii"
"19794","Marathrum plumosum"
"19795","Loeselia rzedowskii"
"19796","Loeselia tancitaroensis"
"19797","Hebecarpa robinsonii"
"19798","Polygala retifolia"
"19799","Ruprechtia laevigata"
"19800","Heteranthera spicata"
"19801","Ardisia fendleri"
"19802","Thalictrum pudicum"
"19803","Frangula palmeri"
"19804","Rhamnus macrocarpa"
"19805","Sageretia mexicana"
"19806","Photinia oblongifolia"
"19807","Potentilla richardii"
"19808","Arachnothryx jaliscensis"
"19809","Euphorbia caperata"
"19810","Houstonia macvaughii"
"19811","Psychotria chamelaensis"
"19812","Psychotria inegi"
"19813","Randia tubericollis"
"19814","Esenbeckia collina"
"19815","Phoradendron dipterum"
"19816","Phoradendron nudum"
"19817","Serjania brachylopha"
"19818","Serjania pacifica"
"19819","Serjania polystachya"
"19820","Buddleja chapalana"
"19821","Physalis breviloba"
"19822","Physalis mcvaughii"
"19823","Salpiglossis arniatera"
"19824","Solanum guamuchilenese"
"19825","Solanum pringlei"
"19826","Styrax jaliscana"
"19827","Daphnopsis mexiae"
"19828","Lippia tepicana"
"19829","Kallstroemia hintonii"
"19830","Cymbopetalum hintonii"
"19831","Arracacia papillosa"
"19832","Arracacia quadrifida"
"19833","Coulterophytum holwayi"
"19834","Coulterophytum laxum"
"19835","Chaerophyllum tolucanum"
"19836","Donnellsmithia madrensis"
"19837","Donnellsmithia pinnatisecta"
"19838","Eryngium ferrisiae"
"19839","Prionosciadium cuneatum"
"19840","Prionosciadium lilacinum"
"19841","Prionosciadium linearifolium"
"19842","Rhodosciadium macvaughiae"
"19843","Dictyanthus altatensis"
"19844","Gonolobus megalocarpus"
"19845","Mandevilla apocynifolia"
"19846","Mandevilla pringlei"
"19847","Marsdenia magallanesiana"
"19848","Pherotrichis leptogenia"
"19849","Syngonium hoffmannii"
"19850","Brahea sarukhanii"
"19851","Aristolochia carterae"
"19852","Aristolochia emiliae"
"19853","Aristolochia flexuosa"
"19854","Aristolochia glossa"
"19855","Aristolochia nahua"
"19856","Aristolochia palmeri"
"19857","Aristolochia rzedowskiana"
"19858","Aristolochia tuitensis"
"19859","Agave abisaii"
"19860","Agave arcedianoensis"
"19861","Agave chazaroi"
"19862","Agave guadalajarana"
"19863","Agave hookeri"
"19864","Agave manantlanicola"
"19865","Agave nayaritensis"
"19866","Agave stringens"
"19867","Agave temacapulinensis"
"19868","Agave valenciana"
"19869","Bessera tuitensis"
"19870","Echeandia crudeniana"
"19871","Echeandia novogaliciana"
"19872","Echeandia udipratensis"
"19873","Manfreda involuta"
"19874","Polianthes cernua"
"19875","Polianthes sessiliflora"
"19876","Polianthes zapopanensis"
"19877","Acourtia grandifolia"
"19878","Acourtia lepidopoda"
"19879","Acourtia mexiae"
"19880","Acourtia nudiuscula"
"19881","Ageratina geminata"
"19882","Ageratina jalpana"
"19883","Ageratina jocotepecana"
"19884","Aldama squarrosa"
"19885","Alomia callosa"
"19886","Bidens melchertii"
"19887","Coreopsis bolanosana"
"19888","Cosmos deficiens"
"19889","Cosmos jaliscensis"
"19890","Cosmos landii"
"19891","Cosmos longipetiolatus"
"19892","Cosmos mcvaughii"
"19893","Cosmos pseudoperfoliatus"
"19894","Cosmos ramirezianus"
"19895","Critoniopsis feddemae"
"19896","Critoniopsis macphersonii"
"19897","Chrysanthellum filiforme"
"19898","Chrysanthellum keilii"
"19899","Chrysanthellum michoacanum"
"19900","Erigeron annuactis"
"19901","Erigeron exilis"
"19902","Erigeron zacatensis"
"19903","Galinsoga mollis"
"19904","Grindelia nelsonii"
"19905","Grindelia sublanuginosa"
"19906","Guardiola rotundifolia"
"19907","Guardiola thompsonii"
"19908","Hofmeisteria mexiae"
"19909","Hybridella anthemidifolia"
"19910","Hymenostephium kingii"
"19911","Lasianthaea machucana"
"19912","Liabellum gentryi"
"19913","Melampodium ellottianum"
"19914","Melampodium mayfieldii"
"19915","Microspermum gonzalezii"
"19916","Microspermum gracillimum"
"19917","Milleria perfoliata"
"19918","Pectis leavenworthii"
"19919","Pectis sinaloensis"
"19920","Perityle feddemae"
"19921","Perityle glaucescens"
"19922","Perityle harkerae"
"19923","Perityle jaliscana"
"19924","Perymenium cualense"
"19925","Perymenium huentitanum"
"19926","Philactis fayi"
"19927","Piqueria glandulosa"
"19928","Psacalium brachycomum"
"19929","Pseudognaphalium crenatum"
"19930","Roldana glinophylla"
"19931","Sinclairia similis"
"19932","Spilanthes urens"
"19933","Stevia baccharifolia"
"19934","Stevia mascotensis"
"19935","Stevia ovalis"
"19936","Stevia phlebophylla"
"19937","Stevia rotundifolia"
"19938","Stevia rzedowskii"
"19939","Stevia talpensis"
"19940","Stevia urceolata"
"19941","Stevia zacatecana"
"19942","Tagetes hartwegii"
"19943","Trixis jaliscana"
"19944","Verbesina barrancae"
"19945","Verbesina bolanosana"
"19946","Verbesina cuautlensis"
"19947","Verbesina curatella"
"19948","Verbesina fusiformis"
"19949","Verbesina glaucophylla"
"19950","Verbesina hispida"
"19951","Verbesina linearis"
"19952","Verbesina machucana"
"19953","Verbesina pietatis"
"19954","Verbesina platanara"
"19955","Verbesina pterocarpha"
"19956","Verbesina tequilana"
"19957","Verbesina villaregalis"
"19958","Viguiera ayutlana"
"19959","Wedelia aggregata"
"19960","Wedelia cordiformis"
"19961","Wedelia keilii"
"19962","Wedelia simsioides"
"19963","Wedelia talpana"
"19964","Begonia asteroides"
"19965","Begonia jaliscana"
"19966","Amoreuxia gonzalezii"
"19967","Nama prostrata"
"19968","Lepidium bipinnatifidum"
"19969","Ornithocarpa fimbriata"
"19970","Romanschulzia orizabae"
"19971","Romanschulzia rzedowskii"
"19972","Hechtia iltisii"
"19973","Hechtia laxissima"
"19974","Hechtia pedicellata"
"19975","Hechtia purhepecha"
"19976","Pitcairnia abundans"
"19977","Pitcairnia loki-schmidtii"
"19978","Pitcairnia schiedeana"
"19979","Pitcairnia vallisoletana"
"19980","Tillandsia capistranoensis"
"19981","Tillandsia chapalillaensis"
"19982","Tillandsia jaliscopinicola"
"19983","Tillandsia loma-blancae"
"19984","Tillandsia moronensis"
"19985","Tillandsia pacifica"
"19986","Tillandsia sessemocinoi"
"19987","Tillandsia tillii"
"19988","Bursera multifolia"
"19989","Bursera palaciosii"
"19990","Bursera subtrifoliata"
"19991","Bursera vazquezyanesii"
"19992","Coryphantha tripugionacantha"
"19993","Echinocereus spinigemmatus"
"19994","Elaphoglossum rufescens"
"19995","Marsilea deflexa"
"19996","Anogramma novogaliciana"
"19997","Cheilanthes bolborrhiza"
"19998","Notholaena jaliscana"
"19999","Notholaena rosei"
"20000","Selaginella landii"
"20001","Pinus georginae"
"20002","Carlowrightia huicholiana"
"20003","Dyschoriste jaliscensis"
"20004","Dyschoriste mcvaughii"
"20005","Justicia stellata"
"20006","Louteridium koelzii"
"20007","Tetramerium butterwickianum"
"20008","Iresine pringlei"
"20009","Allium melliferum"
"20010","Habranthus tepicensis"
"20011","Hymenocallis jaliscensis"
"20012","Rhus jaliscana"
"20013","Didymaea linearis"
"20014","Dryopteris patens"
"20015","Elaphoglossum jaliscanum"
"20016","Carex hermannii"
"20017","Carex interjecta"
"20018","Carex ixtapalucensis"
"20019","Carex tolucensis"
"20020","Acalypha depauperata"
"20021","Acalypha subtomentosa"
"20022","Croton stipulaceus"
"20023","Euphorbia hintonii"
"20024","Ateleia arsenii"
"20025","Brongniartia mollis"
"20026","Dalea alopecuroides"
"20027","Dioscorea conzattii"
"20028","Dioscorea pumicicola"
"20029","Dioscorea sanchez-colinii"
"20030","Dioscorea uruapanensis"
"20031","Tillandsia kirchhoffiana"
"20032","Tillandsia zacualpanensis"
"20033","Bursera madrigalii"
"20034","Pachycereus grandis"
"20035","Cerastium ramigerum"
"20036","Colobanthus quitensis"
"20037","Commelina bambusifolia"
"20038","Gibasoides laxiflora"
"20039","Tradescantia tepoxtlana"
"20040","Bonamia elliptica"
"20041","Ipomoea temascaltepecensis"
"20042","Cremnophila linguifolia"
"20043","Echeveria obtusifolia"
"20044","Echeveria valvata"
"20045","Graptopetalum mexicanum"
"20046","Sedum clavatum"
"20047","Sedum clavifolium"
"20048","Sedum cormiferum"
"20049","Sedum frutescens"
"20050","Sedum ocuilense"
"20051","Sedum pentastamineum"
"20052","Sedum tehuaztlense"
"20053","Sedum versadense"
"20054","Villadia ramosissima"
"20055","Cyclanthera dioscoreoides"
"20056","Cystopteris millefolia"
"20057","Polystichum aculeatum"
"20058","Cheilanthes spiculata"
"20059","Thelypteris mortonii"
"20060","Chenopodium pratericola"
"20061","Iresine herbstii"
"20062","Allium telaponense"
"20063","Hymenocallis graminifolia"
"20064","Donnellsmithia hintonii"
"20065","Eryngium galeottii"
"20066","Eryngium subacaule"
"20067","Prionosciadium bellii"
"20068","Prionosciadium megacarpum"
"20069","Tauschia neglecta"
"20070","Gonolobus fuscus"
"20071","Agave dasylirioides"
"20072","Agave gilbertii"
"20073","Anthericum humboldtii"
"20074","Beschorneria wrightii"
"20075","Manfreda galvaniae"
"20076","Manfreda malinaltenangensis"
"20077","Manfreda revoluta"
"20078","Ageratina moorei"
"20079","Ageratina neohintoniorum"
"20080","Ageratina perezii"
"20081","Aldama subcanescens"
"20082","Astranthium laetificum"
"20083","Astranthium reichei"
"20084","Bidens ocellatus"
"20085","Cirsium cernuum"
"20086","Cirsium faucium"
"20087","Coreocarpus ixtapanus"
"20088","Cosmos nitidus"
"20089","Critoniopsis solorzanoana"
"20090","Chionolaena lavandulifolia"
"20091","Lactuca brachyrrhyncha"
"20092","Liabellum hintoniorum"
"20093","Melampodium aureum"
"20094","Perymenium ibarrarum"
"20095","Perymenium paneroi"
"20096","Perymenium rogmacvaughii"
"20097","Psacalium hintonii"
"20098","Pseudognaphalium altamiranum"
"20099","Roldana hintonii"
"20100","Senecio orizabensis"
"20101","Senecio procumbens"
"20102","Senecio roseus"
"20103","Stevia orizabensis"
"20104","Viguiera sultepecana"
"20105","Zandera andersoniae"
"20106","Begonia squarrosa"
"20107","Erysimum macradenium"
"20108","Mancoa perennis"
"20109","Hechtia chichinautzensis"
"20110","Hechtia marnier-lapostollei"
"20111","Hechtia matudae"
"20112","Physalis hintonii"
"20113","Glandularia amoena"
"20114","Viola beamanii"
"20115","Quercus sanchez-colinii"
"20116","Gentiana perpusilla"
"20117","Myriophyllum quitense"
"20118","Philadelphus karwinskyanus"
"20119","Tigridia matudae"
"20120","Tigridia tepoxtlana"
"20121","Tigridia venusta"
"20122","Salvia capillosa"
"20123","Salvia littae"
"20124","Salvia rzedowskii"
"20125","Calochortus pringlei"
"20126","Linum rzedowskii"
"20127","Gaudichaudia andersonii"
"20128","Gaudichaudia symplecta"
"20129","Malpighia hintonii"
"20130","Anoda speciosa"
"20131","Pavonia pulidoae"
"20132","Triumfetta stellata"
"20133","Schoenocaulon rzedowskii"
"20134","Montia fontana"
"20135","Eugenia yautepecana"
"20136","Lopezia violacea"
"20137","Barkeria strophinx"
"20138","Desmodium johnstonii"
"20139","Lonchocarpus andrieuxii"
"20140","Lupinus compactiflorus"
"20141","Lupinus quercuum"
"20142","Lupinus rhodanthus"
"20143","Marina greenmaniana"
"20144","Mariosousa compacta"
"20145","Phaseolus tenellus"
"20146","Erythranthe rupestris"
"20147","Mimulus minimus"
"20148","Phyllanthus petaloideus"
"20149","Plantago tolucensis"
"20150","Plantago tubulosa"
"20151","Agrostis calderoniae"
"20152","Agrostis mertensii"
"20153","Chusquea bilimekii"
"20154","Digitaria michoacanensis"
"20155","Dissanthelium calycinum"
"20156","Festuca ×gonzalez-ledesmae"
"20157","Festuca ×miscella"
"20158","Glyceria septentrionalis"
"20159","Muhlenbergia hintonii"
"20160","Paspalum tolucense"
"20161","Poa villaroeli"
"20162","Sporobolus viscidus"
"20163","Zeugites sagittatus"
"20164","Thalictrum hintonii"
"20165","Geum mexicanum"
"20166","Rubus uhdeanus"
"20167","Sibbaldia procumbens"
"20168","Bouvardia amplexicaulis"
"20169","Spermacoce haenkeana"
"20170","Choisya mollis"
"20171","Salix aeruginosa"
"20172","Corallorrhiza williamsii"
"20173","Epidendrum dorsocarinatum"
"20174","Habenaria macvaughiana"
"20175","Habenaria ortiziana"
"20176","Habenaria rosulifolia"
"20177","Habenaria uncata"
"20178","Malaxis lyonnetii"
"20179","Malaxis ribana"
"20180","Malaxis rzedowskiana"
"20181","Malaxis zempoalensis"
"20182","Nemaconia dressleriana"
"20183","Oncidium microstigma"
"20184","Stelis nigriflora"
"20185","Castilleja macrostigma"
"20186","Castilleja toluccensis"
"20187","Lamourouxia parayana"
"20188","Oxalis gregaria"
"20189","Jaltomata bohsiana"
"20190","Lycianthes rzedowskii"
"20191","Pinus rzedowskii"
"20192","Aphelandra hintonii"
"20193","Dyschoriste pinetorum"
"20194","Ruellia sarukhaniana"
"20195","Tetramerium emilyanum"
"20196","Tetramerium rzedowskii"
"20197","Sagittaria platyphylla"
"20198","Alternanthera bettzickiana"
"20199","Chenopodium bipinnatifidum"
"20200","Gomphrena pulchella"
"20201","Tauschia beruloides"
"20202","Tauschia mariana"
"20203","Matelea ocellata"
"20204","Pilostyles blanchetii"
"20205","Agave andreae"
"20206","Agave kristenii"
"20207","Dandya hannibalii"
"20208","Echeandia coalcomanensis"
"20209","Allium michoacanum"
"20210","Desmopsis mexicana"
"20211","Eriosema rufum"
"20212","Harpalyce pringlei"
"20213","Indigofera nana"
"20214","Lonchocarpus brachyanthus"
"20215","Lonchocarpus michoacanicus"
"20216","Lupinus idoneus"
"20217","Mimosa sotoi"
"20218","Phaseolus scrobiculatifolius"
"20219","Quercus furfuracea"
"20220","Achimenes bella"
"20221","Ribes grandisepalum"
"20222","Myriophyllum farwellii"
"20223","Salvia subobscura"
"20224","Salvia synodonta"
"20225","Scutellaria blepharophylla"
"20226","Calochortus foliosus"
"20227","Cuphea aquilana"
"20228","Bakeridesia ferruginea"
"20229","Acourtia scaposa"
