binomial	stateabr
Viscainoa geniculata	BCN
Anemia hirsuta	BCS
Anemia jaliscana	BCS
Asplenium blepharodes	BCS
Asplenium gentryi	BCS
Asplenium monanthes	BCS
Asplenium pumilum	BCS
Athyrium filix-femina	BCS
Cystopteris fragilis	BCS
Pteridium caudatum	BCS
Dryopteris rossii	BCS
Equisetum hyemale	BCS
Isoetes howellii	BCS
Marsilea vestita	BCS
Ophioglossum californicum	BCS
Ophioglossum engelmannii	BCS
Ophioglossum polyphyllum	BCS
Pleopeltis polylepis	BCS
Polypodium guttatum	BCS
Polypodium lanceolatum	BCS
Adiantopsis seemannii	BCS
Adiantum capillus-veneris	BCS
Adiantum concinnum	BCS
Adiantum jordanii	BCS
Adiantum poiretii	BCS
Argyrochosma incana	BCS
Argyrochosma peninsularis	BCS
Astrolepis sinuata	BCS
Bommeria hispida	BCS
Bommeria pedata	BCS
Cheilanthes brandegeei	BCS
Cheilanthes covillei	BCS
Cheilanthes lozanoi	BCS
Cheilanthes pyramidalis	BCS
Cheilanthes skinneri	BCS
Gaga marginata	BCS
Llavea cordifolia	BCS
Myriopteris aurea	BCS
Myriopteris lindheimeri	BCS
Myriopteris microphylla	BCS
Myriopteris myriophylla	BCS
Myriopteris peninsularis	BCS
Myriopteris pringlei	BCS
Myriopteris rufa	BCS
Myriopteris viscida	BCS
Myriopteris wrightii	BCS
Myriopteris yavapensis	BCS
Notholaena californica	BCS
Notholaena candida	BCS
Notholaena galeottii	BCS
Notholaena lemmonii	BCS
Notholaena schaffneri	BCS
Notholaena standleyi	BCS
Pellaea andromedifolia	BCS
Pellaea ovata	BCS
Pellaea ternifolia	BCS
Pellaea truncata	BCS
Pentagramma triangularis	BCS
Pityrogramma trifoliata	BCS
Azolla microphylla	BCS
Selaginella arizonica	BCS
Selaginella bigelovii	BCS
Selaginella lepidophylla	BCS
Selaginella pallescens	BCS
Thelypteris puberula	BCS
Thelypteris rudis	BCS
Woodsia mexicana	BCS
Woodsia mollis	BCS
Woodsia plummerae	BCS
Taxodium mucronatum	BCS
Ephedra aspera	BCS
Pinus cembroides	BCS
Pinus radiata	BCS
Aphanosperma sinaloensis	BCS
Avicennia germinans	BCS
Carlowrightia arizonica	BCS
Carlowrightia pectinata	BCS
Dicliptera resupinata	BCS
Dyschoriste schiedeana	BCS
Elytraria imbricata	BCS
Henrya insularis	BCS
Holographis virgata	BCS
Justicia austrocapensis	BCS
Justicia californica	BCS
Justicia candicans	BCS
Justicia hians	BCS
Justicia insolita	BCS
Justicia longii	BCS
Justicia palmeri	BCS
Justicia purpusii	BCS
Justicia spicigera	BCS
Ruellia blechum	BCS
Ruellia californica	BCS
Ruellia comonduensis	BCS
Ruellia intermedia	BCS
Ruellia inundata	BCS
Ruellia leucantha	BCS
Ruellia nudiflora	BCS
Tetramerium fruticosum	BCS
Tetramerium nervosum	BCS
Phaulothamnus spinescens	BCS
Sesuvium verrucosum	BCS
Trianthema portulacastrum	BCS
Echinodorus berteroi	BCS
Sagittaria longiloba	BCS
Alternanthera pungens	BCS
Allenrolfea occidentalis	BCS
Amaranthus cruentus	BCS
Amaranthus fimbriatus	BCS
Amaranthus graecizans	BCS
Amaranthus hybridus	BCS
Amaranthus lepturus	BCS
Amaranthus obcordatus	BCS
Amaranthus palmeri	BCS
Amaranthus retroflexus	BCS
Amaranthus spinosus	BCS
Amaranthus torreyi	BCS
Amaranthus watsonii	BCS
Aphanisma blitoides	BCS
Atriplex barclayana	BCS
Atriplex canescens	BCS
Atriplex frankenioides	BCS
Atriplex hymenelytra	BCS
Atriplex julacea	BCS
Atriplex lentiformis	BCS
Atriplex leucophylla	BCS
Atriplex magdalenae	BCS
Atriplex pacifica	BCS
Atriplex polycarpa	BCS
Atriplex watsonii	BCS
Celosia floribunda	BCS
Chenopodium fremontii	BCS
Dysphania ambrosioides	BCS
Dysphania graveolens	BCS
Eurotia lanata	BCS
Extriplex californica	BCS
Froelichia interrupta	BCS
Froelichia xantusii	BCS
Gomphrena sonorae	BCS
Iresine alternifolia	BCS
Iresine angustifolia	BCS
Iresine calea	BCS
Salicornia bigelovii	BCS
Salicornia europea	BCS
Salicornia subterminalis	BCS
Salicornia virginica	BCS
Sarcocornia pacifica	BCS
Suaeda californica	BCS
Suaeda esteroa	BCS
Suaeda fruticosa	BCS
Suaeda nigra	BCS
Suaeda ramosissima	BCS
Suaeda taxifolia	BCS
Tidestromia eliassoniana	BCS
Allium glandulosum	BCS
Allium peninsulare	BCS
Crinum erubescens	BCS
Habranthus arenicola	BCS
Habranthus longifolius	BCS
Nothoscordum bivalve	BCS
Cyrtocarpa edulis	BCS
Cyrtocarpa procera	BCS
Malosma laurina	BCS
Pachycormus discolor	BCS
Rhus integrifolia	BCS
Rhus kearneyi	BCS
Rhus lentii	BCS
Rhus microphylla	BCS
Rhus ovata	BCS
Rhus schiedeana	BCS
Rhus tepetate	BCS
Rhus trilobata	BCS
Rhus virens	BCS
Spondias mombin	BCS
Toxicodendron radicans	BCS
Apiastrum angustifolium	BCS
Arracacia bracteata	BCS
Arracacia brandegeei	BCS
Bowlesia incana	BCS
Cyclospermum leptophyllum	BCS
Daucus pusillus	BCS
Eryngium nasturtiifolium	BCS
Lomatium insulare	BCS
Sanicula deserticola	BCS
Asclepias albicans	BCS
Asclepias curassavica	BCS
Asclepias masonii	BCS
Asclepias subulata	BCS
Cascabela thevetia	BCS
Cynanchum unifarium	BCS
Funastrum arenarium	BCS
Funastrum clausum	BCS
Funastrum cynanchoides	BCS
Funastrum pannosum	BCS
Marsdenia carterae	BCS
Matelea caudata	BCS
Matelea cordifolia	BCS
Matelea fruticosa	BCS
Matelea parvifolia	BCS
Matelea pringlei	BCS
Matelea umbellata	BCS
Metastelma californicum	BCS
Metastelma minutiflorum	BCS
Metastelma pringlei	BCS
Metastelma schaffneri	BCS
Plumeria rubra	BCS
Seutera palmeri	BCS
Tabernaemontana litoralis	BCS
Tabernaemontana tomentosa	BCS
Telosiphonia hesperia	BCS
Thevetia ahouai	BCS
Vallesia glabra	BCS
Vallesia laciniata	BCS
Pilostyles thurberi	BCS
Ilex brandegeana	BCS
Ilex discolor	BCS
Lemna aequinoctialis	BCS
Lemna gibba	BCS
Lemna minuta	BCS
Lemna trisulca	BCS
Lemna valdiviana	BCS
Aralia scopulorum	BCS
Hydrocotyle ranunculoides	BCS
Hydrocotyle umbellata	BCS
Hydrocotyle verticillata	BCS
Brahea armata	BCS
Brahea brandegeei	BCS
Sabal pumos	BCS
Sabal uresana	BCS
Washingtonia filifera	BCS
Washingtonia robusta	BCS
Aristolochia brevipes	BCS
Aristolochia monticola	BCS
Aristolochia porphyrophylla	BCS
Aristolochia watsonii	BCS
Agave americana	BCS
Agave aurea	BCS
Agave avellanidens	BCS
Agave capensis	BCS
Agave cerulata	BCS
Agave datylio	BCS
Agave fourcroydes	BCS
Agave gigantensis	BCS
Agave margaritae	BCS
Agave promontorii	BCS
Agave sebastiana	BCS
Agave shawii	BCS
Agave sisalana	BCS
Agave sobria	BCS
Agave vizcainoensis	BCS
Bessera tenuiflora	BCS
Dichelostemma capitatum	BCS
Hesperocallis undulata	BCS
Hesperoyucca peninsularis	BCS
Milla biflora	BCS
Nolina beldingii	BCS
Nolina palmeri	BCS
Triteleiopsis palmeri	BCS
Yucca capensis	BCS
Yucca valida	BCS
Acourtia palmeri	BCS
Acourtia pinetorum	BCS
Adenophyllum porophylloides	BCS
Adenophyllum speciosum	BCS
Ageratina conspicua	BCS
Ageratina pazcuarensis	BCS
Ageratina purpusii	BCS
Ageratina viscosissima	BCS
Aldama brandegeei	BCS
Aldama fruticosa	BCS
Aldama glomerata	BCS
Aldama purisimae	BCS
Amauria brandegeana	BCS
Amauria carterae	BCS
Amauria rotundifolia	BCS
Amblyopappus pusillus	BCS
Ambrosia acanthicarpa	BCS
Ambrosia acuminata	BCS
Ambrosia ambrosioides	BCS
Ambrosia bryantii	BCS
Ambrosia camphorata	BCS
Ambrosia canescens	BCS
Ambrosia carduacea	BCS
Ambrosia confertiflora	BCS
Ambrosia cordifolia	BCS
Ambrosia chamissonis	BCS
Ambrosia chenopodiifolia	BCS
Ambrosia deltoidea	BCS
Ambrosia divaricata	BCS
Ambrosia dumosa	BCS
Ambrosia humi	BCS
Ambrosia magdalenae	BCS
Ambrosia monogyra	BCS
Ambrosia peruviana	BCS
Ambrosia salsola	BCS
Archibaccharis peninsularis	BCS
Artemisia californica	BCS
Artemisia ludoviciana	BCS
Baccharis brachyphylla	BCS
Baccharis salicifolia	BCS
Baccharis sarothroides	BCS
Baccharis sergiloides	BCS
Bahia absinthifolia	BCS
Bahiopsis carterae	BCS
Bahiopsis chenopodina	BCS
Bahiopsis deltoidea	BCS
Bahiopsis laciniata	BCS
Bahiopsis lanata	BCS
Bahiopsis microphylla	BCS
Bahiopsis parishii	BCS
Bahiopsis similis	BCS
Bahiopsis subincisa	BCS
Bahiopsis tomentosa	BCS
Bahiopsis triangularis	BCS
Bajacalia crassifolia	BCS
Bajacalia moranii	BCS
Bajacalia tridentata	BCS
Bebbia atriplicifolia	BCS
Bebbia juncea	BCS
Bidens alba	BCS
Bidens aurea	BCS
Bidens bigelovii	BCS
Bidens cabopulmensis	BCS
Bidens heterosperma	BCS
Bidens laevis	BCS
Bidens lemmonii	BCS
Bidens leptocephala	BCS
Bidens nudata	BCS
Bidens odorata	BCS
Bidens pilosa	BCS
Bidens riparia	BCS
Bidens schaffneri	BCS
Bidens tenuisecta	BCS
Bidens xanti	BCS
Blumea viscosa	BCS
Boeberastrum anthemidifolium	BCS
Boeberastrum littoralis	BCS
Brickellia brandegei	BCS
Brickellia californica	BCS
Brickellia coulteri	BCS
Brickellia diffusa	BCS
Brickellia frutescens	BCS
Brickellia glabrata	BCS
Brickellia hastata	BCS
Brickellia megaphylla	BCS
Brickellia peninsularis	BCS
Calyptocarpus vialis	BCS
Carminatia tenuiflora	BCS
Cirsium mexicanum	BCS
Cirsium trachylomum	BCS
Conyza bonariensis	BCS
Conyza canadensis	BCS
Coreocarpus dissectus	BCS
Coreocarpus parthenioides	BCS
Cosmos parviflorus	BCS
Cosmos sulphureus	BCS
Coulterella capitata	BCS
Chaenactis furcata	BCS
Chaenactis lacera	BCS
Chaenactis stevioides	BCS
Chaptalia nutans	BCS
Chloracantha spinosa	BCS
Chromolaena sagittata	BCS
Deinandra fasciculata	BCS
Dicoria canescens	BCS
Eclipta prostrata	BCS
Encelia asperifolia	BCS
Encelia densifolia	BCS
Encelia farinosa	BCS
Encelia frutescens	BCS
Encelia halimifolia	BCS
Encelia laciniata	BCS
Encelia palmeri	BCS
Encelia ravenii	BCS
Encelia stenophylla	BCS
Encelia ventorum	BCS
Ericameria brachylepis	BCS
Ericameria cuneata	BCS
Erigeron divergens	BCS
Eriophyllum lanosum	BCS
Faxonia pusilla	BCS
Flaveria trinervia	BCS
Fleischmannia sonorae	BCS
Galinsoga parviflora	BCS
Gamochaeta americana	BCS
Gamochaeta pensylvanica	BCS
Gamochaeta purpurea	BCS
Gamochaeta sphacelata	BCS
Gnaphalium palustre	BCS
Gochnatia arborescens	BCS
Gundlachia diffusa	BCS
Gutierrezia ramulosa	BCS
Gutierrezia sarothrae	BCS
Hazardia orcuttii	BCS
Helenium thurberi	BCS
Helianthus annuus	BCS
Helianthus niveus	BCS
Heliopsis anomala	BCS
Heterosperma pinnatum	BCS
Hieracium fendleri	BCS
Hieracium schultzii	BCS
Hofmeisteria anomalochaeta	BCS
Hofmeisteria crassifolia	BCS
Hofmeisteria fasciculata	BCS
Hymenoxys odorata	BCS
Isocoma acradenia	BCS
Isocoma menziesii	BCS
Iva hayesiana	BCS
Jaumea carnosa	BCS
Koanophyllon peninsulare	BCS
Laennecia coulteri	BCS
Laennecia filaginoides	BCS
Laennecia microglossa	BCS
Laennecia schiedeana	BCS
Laennecia sophiifolia	BCS
Lepidospartum squamatum	BCS
Leucosyris crispa	BCS
Logfia arizonica	BCS
Logfia depressa	BCS
Logfia filaginoides	BCS
Malacothrix californica	BCS
Malacothrix glabrata	BCS
Malacothrix xanti	BCS
Malperia tenuis	BCS
Melampodium cupulatum	BCS
Melampodium divaricatum	BCS
Melampodium sinuatum	BCS
Milleria quinqueflora	BCS
Nicolletia trifida	BCS
Packera moranii	BCS
Palafoxia arida	BCS
Palafoxia linearis	BCS
Parthenice mollis	BCS
Parthenium confertum	BCS
Pectis coulteri	BCS
Pectis cylindrica	BCS
Pectis linifolia	BCS
Pectis multiseta	BCS
Pectis papposa	BCS
Pectis prostrata	BCS
Pectis rusbyi	BCS
Pectis uniaristata	BCS
Pectis vollmeri	BCS
Pelucha trifida	BCS
Perityle aurea	BCS
Perityle californica	BCS
Perityle crassifolia	BCS
Perityle cuneata	BCS
Perityle emoryi	BCS
Perityle lobata	BCS
Perityle microglossa	BCS
Peucephyllum schottii	BCS
Pleurocoronis gentryi	BCS
Pleurocoronis laphamioides	BCS
Pleurocoronis pluriseta	BCS
Pluchea carolinensis	BCS
Pluchea odorata	BCS
Pluchea parvifolia	BCS
Porophyllum gracile	BCS
Porophyllum macrocephalum	BCS
Porophyllum maritimum	BCS
Porophyllum scoparium	BCS
Pseudognaphalium biolettii	BCS
Pseudognaphalium leucocephalum	BCS
Pseudognaphalium oxyphyllum	BCS
Pseudognaphalium semiamplexicaule	BCS
Pseudognaphalium stramineum	BCS
Pseudognaphalium viscosum	BCS
Pseudogynoxys chenopodioides	BCS
Psilostrophe cooperi	BCS
Rafinesquia neomexicana	BCS
Rumfordia connata	BCS
Sabazia purpusii	BCS
Sclerocarpus divaricatus	BCS
Senecio aphanactis	BCS
Senecio californicus	BCS
Senecio lemmonii	BCS
Senecio mohavensis	BCS
Stephanomeria pauciflora	BCS
Stevia micrantha	BCS
Stevia origanoides	BCS
Stevia ovata	BCS
Stevia suaveolens	BCS
Stylocline gnaphaloides	BCS
Symphyotrichum expansum	BCS
Tagetes erecta	BCS
Tagetes filifolia	BCS
Tagetes lacera	BCS
Tagetes micrantha	BCS
Tagetes subulata	BCS
Trichocoronis wrightii	BCS
Trichoptilium incisum	BCS
Trixis californica	BCS
Trixis pterocaulis	BCS
Uropappus lindleyi	BCS
Verbesina encelioides	BCS
Verbesina erosa	BCS
Verbesina oligantha	BCS
Verbesina oligocephala	BCS
Verbesina peninsularis	BCS
Verbesina pustulata	BCS
Verbesina venosa	BCS
Xanthisma arenarium	BCS
Xanthisma scabrellum	BCS
Xanthisma spinulosum	BCS
Xanthium strumarium	BCS
Xylorhiza frutescens	BCS
Anredera vesicaria	BCS
Batis maritima	BCS
Begonia palmeri	BCS
Berberis fremontii	BCS
Crescentia alata	BCS
Dolichandra unguis-cati	BCS
Parmentiera aculeata	BCS
Tecoma stans	BCS
Amoreuxia palmatifida	BCS
Cochlospermum vitifolium	BCS
Amsinckia intermedia	BCS
Amsinckia menziesii	BCS
Antiphytum peninsulare	BCS
Cryptantha angelica	BCS
Cryptantha angustifolia	BCS
Cryptantha barbigera	BCS
Cryptantha decipiens	BCS
Cryptantha echinosepala	BCS
Cryptantha fastigiata	BCS
Cryptantha grayi	BCS
Cryptantha maritima	BCS
Cryptantha micrantha	BCS
Cryptantha patula	BCS
Cryptantha pondii	BCS
Cryptantha pterocarya	BCS
Cryptantha racemosa	BCS
Eucrypta chrysanthemifolia	BCS
Eucrypta micrantha	BCS
Nama coulteri	BCS
Nama demissa	BCS
Nama dichotoma	BCS
Nama hispida	BCS
Nama jamaicensis	BCS
Nama stenocarpa	BCS
Pectocarya linearis	BCS
Pectocarya peninsularis	BCS
Plagiobothrys collinus	BCS
Athysanus pusillus	BCS
Descurainia impatiens	BCS
Descurainia incisa	BCS
Descurainia obtusa	BCS
Descurainia pinnata	BCS
Descurainia richardsonii	BCS
Dithyrea californica	BCS
Dryopetalon crenatum	BCS
Dryopetalon palmeri	BCS
Dryopetalon purpureum	BCS
Erysimum asperum	BCS
Lepidium flavum	BCS
Lepidium lasiocarpum	BCS
Lepidium nitidum	BCS
Lepidium oblongum	BCS
Lepidium thurberi	BCS
Lepidium virginicum	BCS
Lyrocarpa coulteri	BCS
Lyrocarpa xanti	BCS
Nasturtium officinale	BCS
Rorippa islandica	BCS
Sibara angelorum	BCS
Sibara brandegeana	BCS
Sibara davidsonii	BCS
Sibara laxa	BCS
Sibara pectinata	BCS
Streptanthus arizonicus	BCS
Thelypodium wrightii	BCS
Tomostima cuneifolia	BCS
Hechtia gayorum	BCS
Hechtia montana	BCS
Tillandsia ferrisiana	BCS
Tillandsia recurvata	BCS
Tillandsia schiedeana	BCS
Tillandsia usneoides	BCS
Bursera cerasifolia	BCS
Bursera epinnata	BCS
Bursera fagaroides	BCS
Bursera filicifolia	BCS
Bursera grandifolia	BCS
Bursera hindsiana	BCS
Bursera kerberi	BCS
Bursera lancifolia	BCS
Bursera laxiflora	BCS
Bursera littoralis	BCS
Bursera microphylla	BCS
Bursera odorata	BCS
Bursera rupicola	BCS
Bergerocactus emoryi	BCS
Cochemiea halei	BCS
Cochemiea pondii	BCS
Cochemiea poselgeri	BCS
Corynopuntia invicta	BCS
Cylindropuntia alcahes	BCS
Cylindropuntia bigelovii	BCS
Cylindropuntia calmalliana	BCS
Cylindropuntia cholla	BCS
Cylindropuntia echinocarpa	BCS
Cylindropuntia fulgida	BCS
Cylindropuntia imbricata	BCS
Cylindropuntia leptocaulis	BCS
Cylindropuntia lindsayi	BCS
Cylindropuntia molesta	BCS
Cylindropuntia prolifera	BCS
Cylindropuntia ramosissima	BCS
Cylindropuntia santamaria	BCS
Cylindropuntia tesajo	BCS
Echinocactus polycephalus	BCS
Echinocereus barthelowanus	BCS
Echinocereus brandegeei	BCS
Echinocereus engelmannii	BCS
Echinocereus grandis	BCS
Echinocereus maritimus	BCS
Echinocereus pensilis	BCS
Echinocereus sciurus	BCS
Ferocactus chrysacanthus	BCS
Ferocactus diguetii	BCS
Ferocactus fordii	BCS
Ferocactus gracilis	BCS
Ferocactus peninsulae	BCS
Ferocactus rectispinus	BCS
Ferocactus townsendianus	BCS
Ferocactus wislizenii	BCS
Lophocereus gatesii	BCS
Lophocereus schottii	BCS
Mammillaria albicans	BCS
Mammillaria armillata	BCS
Mammillaria baumii	BCS
Mammillaria blossfeldiana	BCS
Mammillaria brandegeei	BCS
Mammillaria capensis	BCS
Mammillaria cerralboa	BCS
Mammillaria dioica	BCS
Mammillaria evermanniana	BCS
Mammillaria goodridgii	BCS
Mammillaria hutchisoniana	BCS
Mammillaria insularis	BCS
Mammillaria neopalmeri	BCS
Mammillaria peninsularis	BCS
Mammillaria petrophila	BCS
Mammillaria schumannii	BCS
Mammillaria verhaertiana	BCS
Myrtillocactus cochal	BCS
Opuntia bravoana	BCS
Opuntia chlorotica	BCS
Opuntia lagunae	BCS
Opuntia pubescens	BCS
Opuntia pycnacantha	BCS
Opuntia tapona	BCS
Opuntia wilcoxii	BCS
Pachycereus pecten-aboriginum	BCS
Pachycereus pringlei	BCS
Peniocereus johnstonii	BCS
Peniocereus striatus	BCS
Pereskiopsis porteri	BCS
Stenocereus eruca	BCS
Stenocereus gummosus	BCS
Stenocereus thurberi	BCS
Calcaratolobelia aurita	BCS
Lobelia laxiflora	BCS
Nemacladus glanduliferus	BCS
Triodanis biflora	BCS
Celtis ehrenbergiana	BCS
Celtis iguanaea	BCS
Celtis laevigata	BCS
Celtis reticulata	BCS
Crateva tapia	BCS
Forchhammeria watsonii	BCS
Lonicera subspicata	BCS
Valeriana sorbifolia	BCS
Carica papaya	BCS
Jarilla caudata	BCS
Achyronychia cooperi	BCS
Arenaria douglasii	BCS
Arenaria lanuginosa	BCS
Cardionema ramosissimum	BCS
Cerastium texanum	BCS
Drymaria arenarioides	BCS
Drymaria crassifolia	BCS
Drymaria debilis	BCS
Drymaria fendleri	BCS
Drymaria glandulosa	BCS
Drymaria gracilis	BCS
Drymaria holosteoides	BCS
Drymaria leptophylla	BCS
Drymaria molluginea	BCS
Drymaria polystachya	BCS
Drymaria viscosa	BCS
Loeflingia squarrosa	BCS
Paronychia mexicana	BCS
Polycarpon tetraphyllum	BCS
Sagina saginoides	BCS
Silene laciniata	BCS
Stellaria cuspidata	BCS
Stellaria nitens	BCS
Maytenus phyllanthoides	BCS
Schaefferia cuneifolia	BCS
Schaefferia pilosa	BCS
Schaefferia shrevei	BCS
Ceratophyllum demersum	BCS
Helianthemum glomeratum	BCS
Helianthemum nutans	BCS
Lechea tripetala	BCS
Atamisquea emarginata	BCS
Cleome tenuis	BCS
Corynandra viscosa	BCS
Hemiscola aculeata	BCS
Isomeris arborea	BCS
Peritoma jonesii	BCS
Physostemon guianense	BCS
Wislizenia refracta	BCS
Conocarpus erectus	BCS
Laguncularia racemosa	BCS
Callisia monandra	BCS
Commelina coelestis	BCS
Commelina dianthifolia	BCS
Commelina diffusa	BCS
Commelina erecta	BCS
Commelina tuberosa	BCS
Gibasis linearis	BCS
Gibasis venustula	BCS
Tinantia erecta	BCS
Tinantia glabra	BCS
Tinantia longipedunculata	BCS
Tinantia macrophylla	BCS
Tradescantia peninsularis	BCS
Tradescantia pinetorum	BCS
Tradescantia zebrina	BCS
Calystegia macrostegia	BCS
Cressa truxillensis	BCS
Cuscuta californica	BCS
Cuscuta corymbosa	BCS
Cuscuta desmouliniana	BCS
Cuscuta gracillima	BCS
Cuscuta leptantha	BCS
Cuscuta macrocephala	BCS
Cuscuta occidentalis	BCS
Cuscuta pentagona	BCS
Cuscuta polyanthemos	BCS
Cuscuta salina	BCS
Cuscuta tinctoria	BCS
Cuscuta tuberculata	BCS
Cuscuta umbellata	BCS
Cuscuta veatchii	BCS
Dichondra sericea	BCS
Evolvulus alsinoides	BCS
Evolvulus arizonicus	BCS
Evolvulus sericeus	BCS
Ipomoea alba	BCS
Ipomoea aristolochiifolia	BCS
Ipomoea barbatisepala	BCS
Ipomoea bracteata	BCS
Ipomoea capillacea	BCS
Ipomoea costellata	BCS
Ipomoea cristulata	BCS
Ipomoea cholulensis	BCS
Ipomoea funis	BCS
Ipomoea hederacea	BCS
Ipomoea hederifolia	BCS
Ipomoea imperati	BCS
Ipomoea jicama	BCS
Ipomoea meyeri	BCS
Ipomoea minutiflora	BCS
Ipomoea muricata	BCS
Ipomoea nil	BCS
Ipomoea oocarpa	BCS
Ipomoea parasitica	BCS
Ipomoea pes-caprae	BCS
Ipomoea purpurea	BCS
Ipomoea quamoclit	BCS
Ipomoea scopulorum	BCS
Ipomoea tastensis	BCS
Ipomoea ternifolia	BCS
Ipomoea triloba	BCS
Jacquemontia abutiloides	BCS
Jacquemontia agrestis	BCS
Jacquemontia oaxacana	BCS
Jacquemontia pentanthos	BCS
Jacquemontia pringlei	BCS
Merremia aurea	BCS
Merremia dissecta	BCS
Merremia quinquefolia	BCS
Cordia parvifolia	BCS
Varronia curassavica	BCS
Varronia spinescens	BCS
Crassula aquatica	BCS
Dudleya acuminata	BCS
Dudleya albiflora	BCS
Dudleya gatesii	BCS
Dudleya nubigena	BCS
Dudleya pauciflora	BCS
Dudleya pulverulenta	BCS
Dudleya rigidiflora	BCS
Dudleya rubens	BCS
Sedum alamosanum	BCS
Tillaea erecta	BCS
Apodanthera palmeri	BCS
Brandegea bigelovii	BCS
Cucurbita cordata	BCS
Cucurbita cylindrata	BCS
Cyclanthera tamnoides	BCS
Cyclanthera testudinea	BCS
Echinopepon cirrhopedunculatus	BCS
Echinopepon minimus	BCS
Echinopepon peninsularis	BCS
Echinopepon torquatus	BCS
Echinopepon wrightii	BCS
Ibervillea sonorae	BCS
Marah macrocarpus	BCS
Melothria pendula	BCS
Polyclathra albiflora	BCS
Sicyos parviflorus	BCS
Sicyos peninsularis	BCS
Sicyosperma gracile	BCS
Vaseyanthus brandegeei	BCS
Vaseyanthus insularis	BCS
Halodule wrightii	BCS
Bolboschoenus maritimus	BCS
Bulbostylis arcuata	BCS
Carex alma	BCS
Carex chihuahuensis	BCS
Carex lagunensis	BCS
Carex longissima	BCS
Carex peucophila	BCS
Carex schiedeana	BCS
Carex spissa	BCS
Cyperus amabilis	BCS
Cyperus arsenei	BCS
Cyperus articulatus	BCS
Cyperus cuspidatus	BCS
Cyperus dioicus	BCS
Cyperus dipsaceus	BCS
Cyperus elegans	BCS
Cyperus entrerianus	BCS
Cyperus esculentus	BCS
Cyperus fendlerianus	BCS
Cyperus haspan	BCS
Cyperus hermaphroditus	BCS
Cyperus laevigatus	BCS
Cyperus lanceolatus	BCS
Cyperus ligularis	BCS
Cyperus manimae	BCS
Cyperus mutisii	BCS
Cyperus niger	BCS
Cyperus ochraceus	BCS
Cyperus odoratus	BCS
Cyperus pallidicolor	BCS
Cyperus perennis	BCS
Cyperus semiochraceus	BCS
Cyperus squarrosus	BCS
Cyperus surinamensis	BCS
Cyperus tenuis	BCS
Eleocharis bella	BCS
Eleocharis flavescens	BCS
Eleocharis geniculata	BCS
Eleocharis montevidensis	BCS
Eleocharis parishii	BCS
Fimbristylis complanata	BCS
Fimbristylis dichotoma	BCS
Fuirena simplex	BCS
Isolepis cernua	BCS
Lipocarpha micrantha	BCS
Schoenoplectiella saximontana	BCS
Schoenoplectus americanus	BCS
Schoenoplectus californicus	BCS
Schoenoplectus pungens	BCS
Diospyros californica	BCS
Diospyros intricata	BCS
Bourreria sonorae	BCS
Tiquilia canescens	BCS
Tiquilia cuspidata	BCS
Bergia texana	BCS
Arbutus xalapensis	BCS
Xylococcus bicolor	BCS
Eriocaulon microcephalum	BCS
Acalypha adenostachya	BCS
Acalypha aliena	BCS
Acalypha californica	BCS
Acalypha comonduana	BCS
Acalypha filipes	BCS
Acalypha multiflora	BCS
Acalypha persimilis	BCS
Acalypha saxicola	BCS
Acalypha umbrosa	BCS
Adelia brandegeei	BCS
Bernardia lagunensis	BCS
Bernardia mexicana	BCS
Bernardia myricifolia	BCS
Bernardia viridis	BCS
Cnidoscolus angustidens	BCS
Cnidoscolus maculatus	BCS
Cnidoscolus palmeri	BCS
Croton boregensis	BCS
Croton californicus	BCS
Croton ciliatoglandulifer	BCS
Croton magdalenae	BCS
Croton morifolius	BCS
Croton sonorae	BCS
Dalechampia scandens	BCS
Ditaxis brandegeei	BCS
Ditaxis depressa	BCS
Ditaxis heterantha	BCS
Ditaxis lanceolata	BCS
Ditaxis serrata	BCS
Euphorbia abramsiana	BCS
Euphorbia albomarginata	BCS
Euphorbia anthonyi	BCS
Euphorbia apicata	BCS
Euphorbia arizonica	BCS
Euphorbia bartolomaei	BCS
Euphorbia brandegeei	BCS
Euphorbia californica	BCS
Euphorbia capitellata	BCS
Euphorbia ceroderma	BCS
Euphorbia cerralvensis	BCS
Euphorbia cyathophora	BCS
Euphorbia chamberlinii	BCS
